Zona,Indicador,Edad,Sexo,Año,Valor,Minimo valor,Maximo valor
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2012,"24,60","16,90","33,50"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2013,"24,30","16,20","33,70"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2014,"24,00","15,60","33,80"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2015,"23,70","14,90","34,10"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2000,"26,10","18,50","34,40"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2001,"26,10","18,70","34,40"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2002,"26,20","18,80","34,30"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2003,"26,30","18,90","34,30"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2004,"26,30","19,10","34,40"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2005,"26,30","19,20","34,40"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2006,"26,40","19,10","34,40"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2007,"26,30","19,10","34,40"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2008,"26,30","18,90","34,50"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2009,"26,20","18,70","34,70"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2010,"26,00","18,30","34,90"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2011,"25,90","17,80","35,20"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2012,"25,70","17,30","35,40"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2013,"25,50","16,90","35,80"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2014,"25,40","16,20","36,10"
Haiti,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2015,"25,20","15,60","36,50"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2000,"40,80","34,60","47,30"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2001,"41,20","35,20","47,40"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2002,"41,60","35,80","47,70"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2003,"42,10","36,40","48,00"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2004,"42,60","36,90","48,40"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2005,"43,10","37,50","48,80"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2006,"43,70","38,20","49,30"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2007,"44,20","38,80","49,90"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2008,"44,80","39,20","50,50"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2009,"45,30","39,60","51,20"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2010,"45,70","39,90","51,90"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2011,"46,10","40,00","52,60"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2012,"46,40","39,90","53,40"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2013,"46,70","39,50","54,20"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2014,"46,90","39,10","55,20"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2015,"47,10","38,60","56,20"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2016,"47,30","37,70","57,20"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2017,"47,50","36,90","58,40"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2018,"47,70","35,80","59,70"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2019,"47,80","34,90","61,40"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2000,"38,90","31,80","46,40"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2001,"39,30","32,40","46,50"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2002,"39,70","33,10","46,70"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2003,"40,10","33,70","46,90"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2004,"40,50","34,10","47,00"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2005,"40,90","34,50","47,50"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2006,"41,40","35,00","47,80"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2007,"41,80","35,40","48,20"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2008,"42,20","35,80","48,70"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2009,"42,50","36,30","49,10"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2010,"42,90","36,50","49,70"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2011,"43,10","36,50","50,10"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2012,"43,30","36,50","50,60"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2013,"43,50","36,10","51,40"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2014,"43,70","35,60","52,20"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2015,"43,80","35,10","53,00"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2016,"44,00","34,50","54,00"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2017,"44,20","33,80","55,30"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2018,"44,40","32,90","56,50"
Jamaica,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2019,"44,50","31,80","58,00"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2000,"69,20","59,60","78,20"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2001,"70,10","60,60","78,80"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2002,"70,90","61,80","79,40"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2003,"71,80","62,80","80,10"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2004,"72,70","63,70","80,70"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2005,"73,50","64,70","81,30"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2006,"74,30","65,70","81,80"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2007,"75,00","66,60","82,30"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2008,"75,60","67,40","82,80"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2009,"76,20","68,10","83,20"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2010,"76,60","68,60","83,70"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2011,"77,00","69,00","84,10"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2012,"77,30","68,90","84,60"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2013,"77,40","68,80","85,10"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2014,"77,50","68,10","85,50"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2015,"77,50","67,20","86,10"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2016,"77,40","65,80","86,80"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2017,"77,20","64,40","87,40"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2018,"77,00","62,40","88,30"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2019,"76,80","60,00","89,20"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2000,"40,40","30,40","51,20"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2001,"41,00","31,30","51,50"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2002,"41,60","32,10","51,90"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2003,"42,20","32,80","52,40"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2004,"42,80","33,50","52,80"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2005,"43,40","34,20","53,40"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2006,"44,00","34,80","53,80"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2007,"44,50","35,40","54,10"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2008,"45,10","36,00","54,50"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2009,"45,70","36,60","55,20"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2010,"46,30","37,00","56,10"
Jamaica,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2011,"46,90","37,30","57,00"
